Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Chennai,Mumbai,2023-01-06,Trailer,1643,Storm,Heavy,1,5
Jaipur,Lucknow,2023-08-06,Trailer,409,Clear,Light,0,0
Ahmedabad,Delhi,2023-10-27,Container,1834,Clear,Light,0,0
Jaipur,Pune,2023-01-09,Trailer,856,Rain,Moderate,1,4
Ahmedabad,Hyderabad,2023-08-06,Container,708,Clear,Light,0,0
Lucknow,Jaipur,2023-05-26,Container,1018,Clear,Light,0,0
Jaipur,Pune,2023-04-02,Trailer,1308,Fog,Light,1,2
Hyderabad,Bangalore,2023-02-02,Lorry,620,Clear,Light,0,0
Kolkata,Jaipur,2023-02-02,Lorry,1630,Clear,Moderate,1,1
Kolkata,Pune,2023-08-17,Container,1037,Clear,Light,1,3
Lucknow,Bangalore,2023-07-16,Trailer,803,Clear,Light,1,3
Ahmedabad,Pune,2023-12-16,Container,1272,Clear,Light,1,4
Jaipur,Hyderabad,2023-07-12,Lorry,754,Clear,Moderate,1,1
Bangalore,Pune,2023-03-11,Container,1979,Fog,Light,1,2
Delhi,Jaipur,2023-10-16,Container,1136,Fog,Moderate,1,3
Chennai,Hyderabad,2023-04-06,Lorry,278,Clear,Light,1,3
Jaipur,Pune,2023-11-22,Container,486,Clear,Moderate,1,5
Pune,Mumbai,2024-01-30,Trailer,1010,Clear,Heavy,1,2
Kolkata,Ahmedabad,2024-05-23,Container,1357,Storm,Heavy,1,9
Pune,Jaipur,2023-05-16,Trailer,1866,Clear,Light,0,0
Pune,Bangalore,2023-10-21,Lorry,1955,Clear,Light,0,0
Bangalore,Jaipur,2023-11-06,Container,1028,Clear,Moderate,1,1
Pune,Delhi,2023-09-28,Trailer,1333,Rain,Moderate,1,2
Pune,Lucknow,2023-12-01,Container,1703,Clear,Light,0,0
Delhi,Lucknow,2023-02-15,Container,1002,Fog,Moderate,1,3
Lucknow,Mumbai,2023-10-10,Container,888,Clear,Light,0,0
Jaipur,Lucknow,2023-01-31,Lorry,670,Fog,Light,1,2
Lucknow,Ahmedabad,2023-11-14,Container,1574,Rain,Light,1,3
Ahmedabad,Pune,2023-03-26,Trailer,654,Clear,Light,1,4
Kolkata,Bangalore,2023-07-24,Trailer,368,Rain,Heavy,1,3
Bangalore,Mumbai,2023-01-08,Container,1855,Clear,Light,0,0
Delhi,Lucknow,2023-03-14,Lorry,1681,Fog,Heavy,1,4
Mumbai,Delhi,2023-11-12,Container,1892,Clear,Moderate,1,1
Hyderabad,Chennai,2023-02-22,Lorry,769,Clear,Moderate,1,5
Bangalore,Pune,2023-09-16,Truck,986,Clear,Moderate,1,1
Ahmedabad,Jaipur,2024-01-09,Trailer,1483,Clear,Moderate,1,1
Jaipur,Delhi,2023-11-22,Truck,1808,Clear,Light,0,0
Ahmedabad,Bangalore,2023-07-10,Truck,1244,Clear,Light,0,0
Pune,Delhi,2023-09-21,Container,585,Clear,Light,0,0
Pune,Kolkata,2023-10-11,Truck,666,Clear,Heavy,1,5
Bangalore,Mumbai,2024-02-22,Trailer,995,Storm,Light,1,3
Ahmedabad,Pune,2024-02-23,Lorry,619,Clear,Moderate,1,1
Chennai,Mumbai,2024-04-24,Lorry,286,Clear,Light,0,0
Ahmedabad,Kolkata,2023-10-23,Trailer,796,Rain,Moderate,1,2
Mumbai,Hyderabad,2023-03-10,Container,362,Clear,Light,1,5
Chennai,Pune,2023-08-29,Lorry,1146,Clear,Light,0,0
Kolkata,Hyderabad,2023-07-27,Trailer,1979,Clear,Moderate,1,1
Pune,Bangalore,2023-05-03,Lorry,1973,Clear,Moderate,1,1
Ahmedabad,Kolkata,2023-06-01,Truck,364,Fog,Moderate,1,3
Chennai,Hyderabad,2023-02-18,Lorry,1967,Clear,Light,0,0
Jaipur,Lucknow,2024-01-10,Container,865,Rain,Light,1,1
Chennai,Kolkata,2023-01-02,Truck,406,Rain,Moderate,1,2
Hyderabad,Bangalore,2023-08-23,Container,1831,Clear,Light,0,0
Bangalore,Jaipur,2023-08-23,Lorry,479,Clear,Light,0,0
Hyderabad,Pune,2024-03-29,Trailer,1656,Clear,Light,1,3
Ahmedabad,Lucknow,2023-02-27,Truck,1960,Clear,Moderate,1,1
Lucknow,Ahmedabad,2024-01-10,Truck,1231,Fog,Light,1,2
Chennai,Ahmedabad,2023-11-05,Lorry,477,Fog,Light,1,2
Ahmedabad,Pune,2023-01-01,Container,335,Clear,Moderate,1,3
Delhi,Chennai,2024-04-16,Truck,274,Clear,Light,0,0
Kolkata,Delhi,2023-10-16,Container,841,Rain,Heavy,1,3
Chennai,Mumbai,2024-02-06,Trailer,1738,Fog,Light,1,2
Delhi,Pune,2024-05-23,Container,569,Clear,Moderate,1,1
Lucknow,Pune,2023-07-01,Truck,690,Rain,Light,1,1
Chennai,Jaipur,2024-01-18,Container,1249,Clear,Heavy,1,6
Bangalore,Ahmedabad,2024-04-20,Truck,851,Clear,Light,1,5
Mumbai,Chennai,2023-12-16,Truck,932,Storm,Light,1,8
Bangalore,Ahmedabad,2023-10-02,Trailer,1367,Rain,Light,1,6
Hyderabad,Chennai,2023-06-01,Truck,365,Clear,Moderate,1,4
Delhi,Kolkata,2023-10-06,Lorry,1617,Clear,Light,0,0
Mumbai,Jaipur,2023-03-04,Container,613,Clear,Light,0,0
Mumbai,Hyderabad,2023-06-05,Trailer,493,Clear,Moderate,1,1
Delhi,Jaipur,2024-02-17,Lorry,614,Clear,Moderate,1,1
Bangalore,Lucknow,2023-09-23,Container,1739,Clear,Moderate,1,6
Kolkata,Bangalore,2023-11-29,Truck,1996,Clear,Moderate,1,1
Pune,Kolkata,2023-11-20,Lorry,1746,Clear,Heavy,1,2
Pune,Delhi,2023-05-01,Container,690,Clear,Light,0,0
Delhi,Pune,2023-07-29,Truck,1815,Clear,Light,1,4
Chennai,Kolkata,2023-01-28,Container,365,Rain,Light,1,1
Hyderabad,Jaipur,2024-05-29,Truck,1781,Clear,Light,0,0
Jaipur,Bangalore,2023-06-30,Trailer,1130,Clear,Moderate,1,1
Delhi,Lucknow,2024-01-04,Lorry,1632,Rain,Light,1,1
Delhi,Jaipur,2024-01-03,Container,868,Clear,Heavy,1,2
Lucknow,Ahmedabad,2023-10-29,Lorry,1164,Fog,Moderate,1,3
Pune,Chennai,2023-05-15,Lorry,1162,Clear,Light,1,3
Bangalore,Hyderabad,2023-11-22,Lorry,989,Clear,Light,1,4
Bangalore,Lucknow,2023-10-30,Truck,933,Rain,Moderate,1,2
Jaipur,Bangalore,2023-04-17,Trailer,644,Rain,Moderate,1,2
Kolkata,Chennai,2023-04-21,Trailer,1151,Clear,Moderate,1,1
Kolkata,Bangalore,2024-04-03,Lorry,772,Rain,Moderate,1,2
Mumbai,Ahmedabad,2023-05-24,Truck,429,Clear,Moderate,1,1
Bangalore,Hyderabad,2023-01-23,Lorry,662,Storm,Heavy,1,9
Delhi,Kolkata,2023-02-09,Trailer,1306,Clear,Light,1,-5
Hyderabad,Chennai,2023-09-24,Lorry,423,Fog,Light,1,5
Ahmedabad,Pune,2023-08-19,Trailer,260,Fog,Light,1,6
Delhi,Chennai,2024-03-05,Truck,256,Clear,Light,1,4
Hyderabad,Lucknow,2024-04-23,Truck,1551,Clear,Light,0,0
Kolkata,Chennai,2023-01-14,Truck,1798,Clear,Light,0,0
Delhi,Lucknow,2023-08-05,Container,1988,Clear,Light,0,0
Kolkata,Bangalore,2023-03-06,Container,1150,Clear,Light,0,0
Pune,Hyderabad,2023-10-28,Trailer,555,Rain,Moderate,1,2
Kolkata,Hyderabad,2024-04-28,Container,1489,Clear,Heavy,1,2
Chennai,Kolkata,2023-07-25,Trailer,1742,Rain,Moderate,1,2
Lucknow,Mumbai,2024-03-06,Truck,930,Clear,Moderate,1,1
Jaipur,Lucknow,2024-05-01,Container,1112,Fog,Heavy,1,4
Bangalore,Delhi,2023-11-16,Truck,1803,Clear,Moderate,1,1
Chennai,Hyderabad,2023-01-29,Truck,284,Rain,Light,1,6
Delhi,Chennai,2023-10-24,Lorry,877,Rain,Light,1,1
Lucknow,Jaipur,2023-10-26,Container,1149,Clear,Light,1,3
Mumbai,Lucknow,2024-05-20,Lorry,1705,Rain,Light,1,4
Bangalore,Lucknow,2023-10-13,Truck,905,Clear,Light,0,0
Ahmedabad,Delhi,2024-03-31,Lorry,1544,Clear,Heavy,1,2
Jaipur,Pune,2023-05-27,Trailer,538,Clear,Light,0,0
Lucknow,Pune,2023-07-09,Truck,1434,Clear,Moderate,1,1
Bangalore,Mumbai,2023-03-14,Trailer,418,Clear,Light,1,3
Bangalore,Ahmedabad,2024-03-04,Container,1885,Clear,Moderate,1,1
Lucknow,Jaipur,2024-05-08,Truck,982,Rain,Moderate,1,7
Delhi,Chennai,2023-01-20,Lorry,1581,Clear,Light,0,0
Delhi,Pune,2023-02-17,Truck,953,Fog,Moderate,1,3
Mumbai,Jaipur,2023-05-03,Trailer,839,Clear,Moderate,1,1
Lucknow,Delhi,2023-07-18,Trailer,1885,Fog,Moderate,1,7
Delhi,Bangalore,2023-12-01,Container,497,Clear,Light,0,0
Pune,Chennai,2023-07-09,Trailer,746,Clear,Moderate,1,1
Kolkata,Hyderabad,2024-05-30,Lorry,1106,Rain,Light,1,6
Ahmedabad,Kolkata,2023-08-22,Container,1296,Rain,Heavy,1,3
Lucknow,Chennai,2023-03-22,Truck,583,Fog,Moderate,1,3
Chennai,Ahmedabad,2024-03-24,Container,627,Clear,Moderate,1,1
Bangalore,Pune,2023-04-20,Trailer,1405,Clear,Light,0,0
Bangalore,Pune,2024-02-18,Container,1049,Clear,Moderate,1,1
Lucknow,Ahmedabad,2023-07-21,Trailer,612,Clear,Light,0,0
Chennai,Lucknow,2024-04-28,Lorry,758,Fog,Heavy,1,4
Chennai,Jaipur,2024-02-19,Container,1213,Rain,Moderate,1,2
Chennai,Bangalore,2023-02-21,Trailer,975,Clear,Light,0,0
Chennai,Lucknow,2023-08-06,Lorry,1527,Clear,Moderate,1,1
Pune,Lucknow,2024-05-18,Truck,1113,Clear,Light,1,5
Hyderabad,Chennai,2024-05-08,Container,859,Clear,Heavy,1,2
Lucknow,Mumbai,2023-01-16,Lorry,1014,Rain,Moderate,1,6
Lucknow,Mumbai,2024-01-22,Lorry,1139,Clear,Light,1,5
Mumbai,Lucknow,2024-03-17,Lorry,1089,Clear,Moderate,1,1
Lucknow,Chennai,2024-03-03,Lorry,493,Clear,Moderate,1,1
Hyderabad,Pune,2024-02-12,Lorry,1971,Clear,Moderate,1,1
Delhi,Pune,2024-05-08,Container,735,Clear,Moderate,1,-1
Chennai,Hyderabad,2024-02-26,Truck,395,Clear,Moderate,1,1
Pune,Chennai,2023-07-14,Lorry,254,Clear,Moderate,1,1
Ahmedabad,Mumbai,2024-03-14,Container,541,Rain,Light,1,4
Delhi,Chennai,2023-06-13,Trailer,1858,Fog,Light,1,2
Kolkata,Jaipur,2023-07-10,Container,1633,Clear,Heavy,1,2
Jaipur,Lucknow,2024-02-23,Container,778,Fog,Light,1,2
Mumbai,Jaipur,2023-12-06,Lorry,1031,Clear,Moderate,1,1
Bangalore,Ahmedabad,2023-01-21,Truck,252,Clear,Light,0,0
Jaipur,Lucknow,2024-03-29,Trailer,259,Storm,Light,1,8
Pune,Hyderabad,2024-04-06,Truck,1359,Clear,Heavy,1,2
Jaipur,Chennai,2023-01-24,Truck,987,Fog,Moderate,1,3
Jaipur,Mumbai,2023-02-27,Truck,641,Clear,Light,0,0
Chennai,Hyderabad,2024-03-07,Truck,1949,Clear,Light,1,-2
Hyderabad,Lucknow,2024-01-18,Trailer,1158,Clear,Moderate,1,1
Lucknow,Pune,2023-02-22,Container,1988,Clear,Light,0,0
Ahmedabad,Pune,2023-12-30,Truck,1298,Clear,Moderate,1,6
Delhi,Ahmedabad,2024-03-22,Trailer,873,Storm,Light,1,3
Jaipur,Bangalore,2023-03-17,Lorry,1630,Clear,Moderate,1,1
Jaipur,Hyderabad,2023-10-10,Lorry,1344,Clear,Heavy,1,2
Delhi,Bangalore,2024-02-06,Lorry,1682,Fog,Light,1,2
Pune,Hyderabad,2023-06-29,Trailer,1648,Rain,Moderate,1,2
Mumbai,Ahmedabad,2023-02-04,Trailer,1305,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-02-05,Lorry,1213,Clear,Light,0,0
Pune,Ahmedabad,2023-05-26,Container,254,Clear,Light,0,0
Delhi,Ahmedabad,2023-05-30,Container,372,Rain,Light,1,1
Lucknow,Mumbai,2023-04-29,Truck,925,Clear,Light,0,0
Chennai,Jaipur,2023-12-23,Truck,387,Clear,Light,0,0
Hyderabad,Mumbai,2024-05-27,Trailer,366,Clear,Light,0,0
Kolkata,Bangalore,2023-05-09,Trailer,1580,Clear,Light,0,0
Lucknow,Pune,2024-03-30,Lorry,1881,Clear,Moderate,1,1
Pune,Delhi,2023-12-07,Trailer,1964,Clear,Moderate,1,1
Kolkata,Lucknow,2023-09-11,Truck,1869,Fog,Moderate,1,3
Jaipur,Pune,2024-06-01,Truck,1722,Fog,Light,1,-2
Mumbai,Bangalore,2024-01-31,Container,550,Fog,Light,1,2
Ahmedabad,Chennai,2023-02-16,Lorry,1473,Clear,Moderate,1,1
Bangalore,Pune,2023-03-02,Trailer,1478,Clear,Light,1,5
Ahmedabad,Hyderabad,2024-01-26,Lorry,839,Clear,Light,0,0
Chennai,Kolkata,2024-04-28,Lorry,617,Rain,Light,1,1
Chennai,Mumbai,2023-01-17,Truck,680,Clear,Light,0,0
Jaipur,Ahmedabad,2023-08-19,Lorry,1383,Clear,Heavy,1,2
Delhi,Jaipur,2023-05-07,Trailer,860,Clear,Light,0,0
Mumbai,Chennai,2023-10-23,Container,683,Clear,Heavy,1,2
Hyderabad,Kolkata,2023-04-13,Lorry,337,Clear,Moderate,1,5
Pune,Mumbai,2023-11-05,Lorry,1788,Fog,Moderate,1,3
Bangalore,Ahmedabad,2023-04-09,Lorry,1993,Clear,Light,1,5
Mumbai,Ahmedabad,2023-12-24,Lorry,376,Clear,Light,1,3
Delhi,Chennai,2023-07-31,Truck,340,Clear,Light,1,5
Lucknow,Bangalore,2023-03-23,Container,1104,Rain,Light,1,1
Delhi,Mumbai,2023-01-14,Truck,1368,Clear,Heavy,1,2
Lucknow,Bangalore,2024-05-13,Lorry,627,Clear,Light,1,4
Hyderabad,Ahmedabad,2023-03-15,Container,244,Clear,Moderate,1,5
Mumbai,Jaipur,2024-04-19,Container,1205,Clear,Moderate,1,1
Chennai,Bangalore,2023-05-02,Lorry,1859,Clear,Moderate,1,6
Lucknow,Bangalore,2023-05-05,Lorry,364,Rain,Moderate,1,2
Mumbai,Ahmedabad,2023-12-20,Container,1354,Clear,Heavy,1,2
Bangalore,Delhi,2024-05-19,Truck,911,Storm,Moderate,1,4
Lucknow,Ahmedabad,2024-02-05,Trailer,1227,Storm,Light,1,3
Hyderabad,Bangalore,2023-08-17,Lorry,374,Rain,Light,1,1
Delhi,Bangalore,2023-11-09,Container,1907,Clear,Heavy,1,2
Kolkata,Jaipur,2023-04-15,Container,1524,Clear,Light,0,0
Hyderabad,Chennai,2023-05-02,Lorry,1784,Storm,Moderate,1,4
Delhi,Pune,2024-03-16,Lorry,1257,Clear,Moderate,1,5
Hyderabad,Mumbai,2023-08-04,Container,504,Clear,Light,0,0
Pune,Delhi,2024-04-07,Lorry,400,Fog,Moderate,1,3
Chennai,Ahmedabad,2023-01-17,Lorry,665,Clear,Moderate,1,1
Chennai,Lucknow,2023-07-10,Container,1624,Clear,Moderate,1,1
Pune,Delhi,2023-05-02,Lorry,1336,Clear,Light,0,0
Kolkata,Bangalore,2024-01-20,Container,1547,Clear,Light,1,4
Ahmedabad,Pune,2023-02-22,Container,294,Clear,Light,0,0
Bangalore,Ahmedabad,2024-03-05,Truck,656,Clear,Light,0,0
Bangalore,Mumbai,2023-12-21,Lorry,1245,Clear,Heavy,1,2
Hyderabad,Chennai,2024-05-04,Container,1481,Rain,Moderate,1,2
Pune,Bangalore,2023-07-09,Truck,1713,Rain,Light,1,1
Mumbai,Hyderabad,2023-08-20,Lorry,372,Storm,Light,1,3
Pune,Lucknow,2023-05-15,Trailer,1760,Clear,Light,0,0
Jaipur,Chennai,2023-06-26,Container,1203,Clear,Heavy,1,2
Kolkata,Chennai,2024-02-29,Truck,787,Storm,Moderate,1,4
Pune,Kolkata,2023-08-07,Trailer,1116,Clear,Light,0,0
Hyderabad,Bangalore,2024-05-26,Lorry,1061,Clear,Light,0,0
Hyderabad,Bangalore,2023-05-24,Truck,992,Clear,Moderate,1,1
Hyderabad,Jaipur,2023-05-29,Truck,904,Storm,Light,1,3
Chennai,Hyderabad,2023-12-30,Container,293,Clear,Moderate,1,1
Lucknow,Chennai,2023-12-29,Lorry,286,Clear,Light,0,0
Kolkata,Hyderabad,2023-09-09,Container,512,Clear,Light,1,2
Bangalore,Ahmedabad,2024-01-23,Container,713,Clear,Light,0,0
Mumbai,Pune,2024-02-14,Lorry,1264,Storm,Light,1,5
Bangalore,Chennai,2023-09-26,Container,1583,Clear,Moderate,1,1
Lucknow,Bangalore,2024-01-22,Truck,1353,Fog,Heavy,1,8
Bangalore,Pune,2024-06-01,Lorry,218,Clear,Moderate,1,1
Lucknow,Kolkata,2024-05-19,Lorry,897,Fog,Light,1,6
Mumbai,Bangalore,2023-05-29,Trailer,1430,Clear,Light,1,4
Pune,Mumbai,2023-10-15,Lorry,1112,Fog,Moderate,1,3
Hyderabad,Pune,2023-05-14,Lorry,763,Fog,Heavy,1,4
Jaipur,Chennai,2024-04-10,Container,305,Storm,Moderate,1,4
Jaipur,Kolkata,2023-10-21,Trailer,1884,Clear,Light,0,0
Lucknow,Delhi,2023-02-24,Container,573,Clear,Light,0,0
Mumbai,Chennai,2023-12-02,Lorry,1878,Clear,Moderate,1,1
Jaipur,Lucknow,2024-01-10,Trailer,1536,Clear,Moderate,1,1
Jaipur,Kolkata,2023-03-19,Container,315,Clear,Light,0,0
Mumbai,Pune,2023-01-03,Container,1391,Clear,Light,0,0
Hyderabad,Kolkata,2023-10-21,Trailer,843,Clear,Light,0,0
Kolkata,Pune,2023-07-30,Container,1194,Clear,Moderate,1,1
Bangalore,Chennai,2024-02-11,Lorry,1436,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-02-21,Truck,1224,Clear,Light,0,0
Kolkata,Chennai,2023-09-08,Container,1550,Clear,Heavy,1,4
Bangalore,Hyderabad,2023-03-05,Lorry,603,Clear,Light,0,0
Bangalore,Hyderabad,2023-11-22,Lorry,1759,Rain,Light,1,1
Jaipur,Delhi,2023-11-22,Trailer,1812,Clear,Moderate,1,3
Kolkata,Hyderabad,2023-05-26,Lorry,1028,Clear,Light,0,0
Jaipur,Kolkata,2024-02-26,Container,1634,Clear,Moderate,1,1
Pune,Hyderabad,2023-07-21,Truck,1308,Fog,Light,1,6
Hyderabad,Mumbai,2024-01-22,Truck,670,Rain,Light,1,1
Pune,Kolkata,2024-01-23,Container,1858,Rain,Moderate,1,2
Delhi,Lucknow,2023-07-31,Lorry,669,Clear,Light,0,0
Chennai,Lucknow,2023-03-31,Container,424,Fog,Light,1,2
Pune,Mumbai,2023-02-03,Truck,461,Clear,Light,0,0
Jaipur,Kolkata,2023-09-18,Container,1051,Rain,Heavy,1,6
Pune,Kolkata,2024-05-04,Lorry,756,Rain,Moderate,1,2
Jaipur,Lucknow,2023-02-23,Trailer,1728,Clear,Light,0,0
Chennai,Ahmedabad,2024-02-12,Truck,1326,Clear,Light,0,0
Mumbai,Lucknow,2023-07-03,Truck,1265,Clear,Moderate,1,5
Lucknow,Ahmedabad,2023-01-12,Trailer,1531,Clear,Light,0,0
Chennai,Bangalore,2023-03-22,Container,1203,Fog,Heavy,1,4
Jaipur,Chennai,2023-12-27,Truck,749,Clear,Light,1,3
Mumbai,Delhi,2023-09-09,Truck,1756,Rain,Light,1,1
Hyderabad,Lucknow,2023-05-31,Truck,626,Clear,Heavy,1,2
Lucknow,Pune,2024-04-23,Trailer,1431,Fog,Heavy,1,4
Pune,Kolkata,2023-08-02,Trailer,1709,Rain,Light,1,4
Pune,Delhi,2024-04-08,Trailer,1825,Clear,Moderate,1,1
Chennai,Hyderabad,2023-12-23,Lorry,1576,Clear,Heavy,1,2
Hyderabad,Lucknow,2023-09-11,Truck,854,Clear,Light,0,0
Mumbai,Ahmedabad,2023-03-22,Container,301,Rain,Light,1,4
Ahmedabad,Kolkata,2023-06-19,Lorry,1404,Rain,Moderate,1,2
Pune,Jaipur,2023-12-25,Trailer,441,Clear,Heavy,1,4
Kolkata,Delhi,2023-06-30,Container,401,Clear,Light,0,0
Bangalore,Hyderabad,2024-03-25,Lorry,1925,Rain,Moderate,1,2
Hyderabad,Bangalore,2023-05-05,Lorry,1125,Clear,Heavy,1,6
Delhi,Jaipur,2023-04-10,Lorry,850,Clear,Moderate,1,1
Lucknow,Chennai,2023-01-28,Trailer,1126,Clear,Light,1,3
Bangalore,Ahmedabad,2023-04-14,Container,249,Clear,Moderate,1,4
Ahmedabad,Delhi,2024-03-13,Container,1342,Clear,Moderate,1,1
Hyderabad,Kolkata,2023-04-26,Container,1511,Rain,Light,1,1
Delhi,Hyderabad,2024-04-12,Container,682,Clear,Light,0,0
Bangalore,Kolkata,2023-09-11,Container,1555,Rain,Moderate,1,6
Delhi,Ahmedabad,2024-05-06,Container,890,Rain,Moderate,1,7
Chennai,Delhi,2024-06-01,Trailer,700,Clear,Heavy,1,2
Lucknow,Chennai,2023-05-25,Trailer,1200,Clear,Moderate,1,1
Jaipur,Kolkata,2024-01-10,Trailer,920,Rain,Moderate,1,2
Hyderabad,Bangalore,2023-07-16,Lorry,866,Clear,Light,1,3
Bangalore,Ahmedabad,2024-04-27,Lorry,997,Clear,Light,0,0
Lucknow,Bangalore,2024-04-20,Trailer,1729,Clear,Light,0,0
Hyderabad,Bangalore,2023-04-13,Truck,921,Clear,Moderate,1,5
Chennai,Ahmedabad,2024-04-14,Trailer,1522,Clear,Light,0,0
Bangalore,Chennai,2024-05-18,Trailer,663,Clear,Light,0,0
Hyderabad,Chennai,2023-03-07,Lorry,1804,Clear,Light,0,0
Ahmedabad,Lucknow,2024-03-14,Container,533,Fog,Moderate,1,5
Delhi,Lucknow,2024-04-05,Lorry,512,Fog,Light,1,2
Chennai,Jaipur,2024-05-04,Truck,1104,Clear,Heavy,1,-4
Delhi,Hyderabad,2023-12-08,Lorry,395,Clear,Heavy,1,2
Pune,Delhi,2024-05-17,Truck,467,Clear,Light,0,0
Jaipur,Lucknow,2024-03-29,Truck,484,Rain,Light,1,6
Pune,Jaipur,2023-08-14,Container,508,Clear,Moderate,1,3
Pune,Chennai,2024-04-21,Container,613,Clear,Light,1,4
Delhi,Jaipur,2024-04-23,Trailer,1020,Rain,Light,1,1
Bangalore,Hyderabad,2023-08-11,Lorry,1235,Storm,Moderate,1,4
Jaipur,Lucknow,2023-01-05,Container,1160,Clear,Heavy,1,5
Ahmedabad,Lucknow,2023-08-13,Trailer,1979,Storm,Light,1,3
Jaipur,Delhi,2023-11-16,Truck,750,Clear,Light,1,3
Lucknow,Ahmedabad,2023-04-28,Truck,653,Clear,Light,0,0
Bangalore,Mumbai,2023-11-25,Container,1039,Clear,Light,0,0
Mumbai,Bangalore,2024-02-28,Container,1202,Clear,Light,0,0
Ahmedabad,Bangalore,2024-02-20,Truck,1052,Clear,Moderate,1,3
Chennai,Ahmedabad,2023-12-10,Trailer,274,Clear,Light,0,0
Mumbai,Jaipur,2023-04-12,Lorry,740,Storm,Light,1,3
Kolkata,Hyderabad,2023-05-24,Container,1725,Clear,Moderate,1,1
Chennai,Mumbai,2023-11-21,Trailer,1993,Fog,Moderate,1,3
Hyderabad,Pune,2023-07-01,Truck,870,Clear,Moderate,1,1
Bangalore,Jaipur,2023-04-02,Container,1310,Clear,Light,0,0
Chennai,Lucknow,2024-03-29,Lorry,1528,Clear,Light,1,4
Hyderabad,Chennai,2024-05-22,Lorry,815,Rain,Moderate,1,2
Kolkata,Chennai,2023-06-07,Container,1379,Clear,Light,1,2
Hyderabad,Delhi,2024-01-04,Lorry,1401,Rain,Light,1,1
Hyderabad,Kolkata,2023-05-26,Trailer,1054,Fog,Heavy,1,6
Hyderabad,Ahmedabad,2023-03-03,Container,1654,Clear,Light,1,4
Hyderabad,Lucknow,2023-12-24,Container,921,Clear,Moderate,1,5
Kolkata,Ahmedabad,2023-01-22,Trailer,1142,Clear,Heavy,1,2
Pune,Ahmedabad,2024-05-13,Truck,243,Clear,Light,0,0
Lucknow,Bangalore,2023-01-06,Truck,678,Clear,Moderate,1,1
Kolkata,Hyderabad,2023-02-23,Container,730,Clear,Moderate,1,1
Mumbai,Lucknow,2023-07-02,Container,1284,Clear,Light,0,0
Mumbai,Hyderabad,2024-04-26,Truck,1524,Clear,Light,0,0
Mumbai,Delhi,2024-03-26,Truck,1088,Clear,Light,0,0
Jaipur,Delhi,2024-03-25,Container,430,Clear,Moderate,1,1
Chennai,Hyderabad,2023-04-20,Container,788,Clear,Light,1,3
Ahmedabad,Kolkata,2023-05-30,Container,1651,Clear,Light,1,2
Ahmedabad,Hyderabad,2023-06-25,Trailer,1017,Clear,Heavy,1,7
Ahmedabad,Jaipur,2023-02-10,Truck,210,Clear,Moderate,1,6
Ahmedabad,Lucknow,2023-11-23,Trailer,383,Clear,Moderate,1,1
Jaipur,Bangalore,2024-02-25,Container,365,Rain,Moderate,1,2
Mumbai,Jaipur,2024-03-26,Trailer,1735,Fog,Light,1,5
Ahmedabad,Pune,2023-03-11,Container,1838,Clear,Light,1,4
Ahmedabad,Bangalore,2024-05-29,Truck,1946,Clear,Light,1,3
Bangalore,Chennai,2023-02-09,Truck,1122,Clear,Light,0,0
Kolkata,Delhi,2023-08-14,Lorry,881,Rain,Moderate,1,2
Ahmedabad,Hyderabad,2024-05-23,Container,1383,Clear,Light,0,0
Kolkata,Lucknow,2023-12-15,Container,1075,Fog,Moderate,1,8
Bangalore,Pune,2023-06-04,Container,897,Clear,Moderate,1,1
Kolkata,Bangalore,2023-11-25,Lorry,1884,Clear,Moderate,1,5
Delhi,Ahmedabad,2023-03-17,Container,798,Clear,Light,0,0
Kolkata,Bangalore,2024-02-12,Container,395,Clear,Light,1,4
Hyderabad,Mumbai,2023-04-29,Container,1871,Clear,Moderate,1,1
Hyderabad,Lucknow,2023-10-29,Trailer,1056,Clear,Light,0,0
Lucknow,Jaipur,2023-09-28,Truck,341,Clear,Heavy,1,2
Kolkata,Bangalore,2024-04-25,Container,1319,Rain,Light,1,1
Chennai,Jaipur,2023-03-27,Container,1640,Rain,Moderate,1,6
Jaipur,Delhi,2024-05-30,Trailer,1846,Clear,Moderate,1,1
Pune,Lucknow,2023-06-20,Lorry,1256,Clear,Moderate,1,1
Bangalore,Chennai,2023-02-10,Container,1689,Fog,Moderate,1,3
Kolkata,Jaipur,2023-09-29,Lorry,1738,Clear,Moderate,1,1
Mumbai,Bangalore,2023-05-18,Truck,631,Clear,Light,0,0
Ahmedabad,Mumbai,2023-03-26,Truck,951,Fog,Moderate,1,3
Kolkata,Mumbai,2024-06-01,Trailer,1615,Fog,Light,1,2
Lucknow,Mumbai,2024-03-01,Container,1472,Clear,Moderate,1,1
Ahmedabad,Kolkata,2024-05-11,Trailer,994,Rain,Moderate,1,2
Delhi,Hyderabad,2024-02-24,Truck,217,Clear,Light,0,0
Pune,Ahmedabad,2023-12-20,Container,1623,Clear,Heavy,1,2
Delhi,Jaipur,2023-12-14,Truck,1315,Clear,Light,0,0
Bangalore,Delhi,2023-12-21,Trailer,788,Clear,Moderate,1,1
Chennai,Pune,2024-02-09,Trailer,855,Clear,Moderate,1,1
